81,-116,0,-11,97,122,4,-11,34,-22,1,-88,0.2393,0.2481,0.1376,0.1295,0.1644,0.1805,0.0569,0.0687,0.2637,0.2888,0.4794,0.399,0
94,-1,13,15,115,114,-2,-12,36,4,-82,-42,0.2638,0.2531,0.1079,0.1027,0.1821,0.1929,0.0348,0.0724,0.2368,0.2854,0.2683,0.5004,0
1,-92,-12,-11,-117,-113,10,4,-1,-39,41,84,0.252,0.2626,0.0919,0.1115,0.1858,0.186,0.0668,0.0419,0.2815,0.2345,0.4923,0.2624,0
-91,86,-60,11,122,-170,-1,-8,44,-34,-9,-55,0.2629,0.2779,0.2366,0.1668,0.2397,0.218,0.0598,0.0531,0.2882,0.3083,0.4791,0.5517,0
-90,90,-26,59,165,-127,9,0,33,-49,56,11,0.2733,0.2626,0.1853,0.2342,0.2429,0.2396,0.0706,0.0812,0.3109,0.2947,0.5416,0.4804,0
-127,79,-24,0,98,63,-4,-3,17,-5,-4,-135,0.2728,0.2535,0.1379,0.1213,0.1441,0.1373,0.0317,0.0394,0.2559,0.2883,0.4693,0.2267,0
-52,104,0,17,-58,-94,3,3,7,-20,136,8,0.2528,0.2774,0.1357,0.1275,0.1374,0.1363,0.0441,0.0393,0.2926,0.2616,0.2334,0.4711,0
89,-109,20,-47,169,40,-18,-8,-15,51,-29,-43,0.2536,0.2535,0.1498,0.1904,0.2469,0.0727,0.0649,0.0322,0.2915,0.2542,0.5294,0.3483,0
91,-80,49,-18,-40,-172,10,18,-52,13,43,32,0.2489,0.2492,0.1858,0.141,0.0708,0.2335,0.0294,0.0689,0.2481,0.2843,0.3387,0.5229,0
112,-89,9,-11,-112,-135,14,-4,22,-32,88,-2,0.2513,0.241,0.1394,0.1317,0.18,0.165,0.0814,0.0626,0.2862,0.2574,0.3977,0.4784,0
70,-91,17,-53,130,50,-1,-14,0,14,-16,-126,0.2447,0.2512,0.1523,0.2143,0.1987,0.0782,0.0417,0.0501,0.266,0.2655,0.4492,0.209,0
97,-72,48,-15,-45,-126,14,1,-16,-1,14,16,0.2804,0.2643,0.2293,0.1629,0.1141,0.2122,0.0559,0.0181,0.2392,0.2451,0.4288,0.4288,0
90,-95,30,-71,-154,39,-7,-16,-26,49,-32,-35,0.2676,0.2533,0.2135,0.2696,0.2432,0.1188,0.0398,0.0432,0.2642,0.2325,0.4997,0.3723,0
96,-85,69,-29,-41,152,15,8,-48,23,33,33,0.2554,0.267,0.2669,0.2152,0.1323,0.2404,0.045,0.0369,0.232,0.273,0.3707,0.4974,0
94,-90,21,-50,-170,47,4,-7,-21,29,-107,1,0.2722,0.2531,0.1923,0.2221,0.2123,0.1009,0.0544,0.0376,0.2715,0.2517,0.3287,0.4718,0
85,-94,50,-23,-49,-90,8,-2,-30,21,0,108,0.2512,0.2744,0.2245,0.2061,0.107,0.2294,0.0455,0.053,0.2543,0.2755,0.4738,0.3271,0
90,-79,0,6,68,109,1,-13,40,0,-76,-37,0.259,0.2516,0.1502,0.0786,0.1569,0.1524,0.045,0.0786,0.2359,0.2704,0.2428,0.4834,0
81,-98,-6,4,-108,-90,13,-1,-1,-38,39,78,0.2544,0.2667,0.0807,0.1276,0.1603,0.1576,0.0861,0.0446,0.2752,0.232,0.4787,0.2305,0
-89,134,-4,-13,-131,-133,9,-3,24,-40,80,-3,0.255,0.2657,0.1068,0.1258,0.1974,0.2159,0.0717,0.0548,0.3041,0.2685,0.4712,0.5025,0
90,-90,0,-25,90,66,0,-10,10,-1,-8,-130,0.2631,0.2612,0.1091,0.151,0.1642,0.0988,0.046,0.048,0.2528,0.2815,0.4678,0.2481,0
101,-57,23,-7,-58,-90,10,-1,0,-11,129,11,0.2621,0.2479,0.1513,0.1243,0.0821,0.1766,0.0519,0.0489,0.2718,0.2605,0.2431,0.467,0
84,-90,32,-63,-160,42,-14,-13,-23,53,-32,-35,0.2701,0.2594,0.2114,0.2397,0.258,0.0959,0.0464,0.0431,0.2816,0.2518,0.5257,0.3787,0
90,-86,62,-29,-40,164,16,13,-53,25,32,32,0.2552,0.273,0.2378,0.2186,0.1056,0.2605,0.0442,0.0355,0.2411,0.287,0.3856,0.5304,0
90,-90,13,-52,176,50,-5,-8,-22,31,-110,0,0.2653,0.2514,0.1617,0.2085,0.2206,0.0735,0.0335,0.0333,0.2841,0.2728,0.3574,0.4917,0
84,-90,52,-12,-50,-159,8,4,-33,24,1,111,0.2497,0.2675,0.2111,0.159,0.0776,0.1995,0.0339,0.0348,0.2682,0.2784,0.488,0.3492,0
88,-94,23,-21,-115,118,4,-22,-12,-68,-9,78,0.2597,0.2373,0.2106,0.1328,0.1572,0.1344,0.0804,0.0596,0.2902,0.2673,0.5114,0.1486,3
85,-92,24,-24,-115,114,4,-23,-12,-68,-11,79,0.2586,0.2352,0.2117,0.1385,0.1576,0.1332,0.0811,0.0624,0.2902,0.2697,0.5148,0.149,3
85,-95,21,-22,-119,123,3,-23,-13,-66,-11,82,0.2574,0.2381,0.2016,0.1306,0.1591,0.1467,0.0822,0.0663,0.2863,0.2775,0.5088,0.1466,3
95,-85,21,-21,-124,121,23,-6,67,14,-79,12,0.2364,0.2525,0.1263,0.1973,0.1482,0.1577,0.068,0.0855,0.2779,0.2711,0.1517,0.5114,3
88,-95,21,-22,-122,124,4,-23,-13,-66,-11,82,0.2582,0.2367,0.2029,0.1307,0.1665,0.1486,0.0848,0.065,0.2881,0.2775,0.5068,0.1484,3
95,-85,20,-21,-123,120,24,-5,64,14,-82,12,0.2394,0.256,0.1264,0.2007,0.1399,0.1595,0.0693,0.0817,0.281,0.2742,0.1509,0.5087,3
86,-95,20,-20,-124,124,5,-22,-13,-65,-12,82,0.2557,0.2371,0.1992,0.127,0.1687,0.1453,0.0836,0.0622,0.2903,0.2757,0.5121,0.1474,3
95,-85,19,-21,-125,120,24,-6,63,14,-81,11,0.2373,0.2538,0.1234,0.1989,0.1415,0.1572,0.0634,0.081,0.2789,0.2739,0.1512,0.5178,3
85,-94,20,-20,-123,126,4,-23,-13,-67,-10,81,0.2566,0.2374,0.2005,0.1267,0.1677,0.1485,0.0824,0.0626,0.293,0.2777,0.5127,0.1493,3
88,-92,19,-20,-122,126,4,-22,-12,-66,-11,82,0.2596,0.2345,0.1982,0.1253,0.1663,0.1494,0.0813,0.0636,0.2879,0.2764,0.5141,0.1479,3
90,-92,20,-20,-122,125,5,-22,-13,-64,-12,82,0.26,0.2329,0.2004,0.128,0.1677,0.1466,0.0836,0.0616,0.2896,0.274,0.5136,0.1496,3
95,-88,20,-21,-124,119,23,-6,66,13,-81,12,0.2367,0.2566,0.1248,0.2007,0.1482,0.1574,0.0682,0.0807,0.2808,0.2786,0.1496,0.5157,3
90,-92,20,-21,-122,123,6,-22,-13,-66,-11,82,0.2596,0.2322,0.2002,0.1293,0.1675,0.1429,0.0836,0.0622,0.2882,0.2755,0.5113,0.1487,3
97,-88,20,-21,-123,119,23,-6,66,13,-80,12,0.2416,0.2594,0.1271,0.2039,0.1383,0.1589,0.0644,0.0832,0.2791,0.282,0.152,0.5105,3
92,-83,25,-24,-117,114,22,-6,66,15,-79,11,0.2369,0.2544,0.1386,0.2076,0.1315,0.1587,0.0589,0.082,0.2771,0.2762,0.1517,0.5194,3
88,-92,24,-24,-115,115,4,-22,-12,-69,-11,79,0.2612,0.2347,0.2132,0.1382,0.1602,0.1325,0.082,0.0599,0.2919,0.2708,0.5136,0.1504,3
95,-85,26,-24,-116,113,23,-6,66,15,-79,11,0.2349,0.2534,0.1384,0.2076,0.1302,0.1533,0.0575,0.0816,0.2747,0.2755,0.1519,0.5173,3
85,-92,25,-23,-114,114,3,-23,-12,-67,-10,79,0.259,0.2354,0.2157,0.1373,0.1625,0.1298,0.0818,0.0613,0.2905,0.2699,0.5115,0.1496,3
92,-83,26,-24,-117,113,23,-6,65,15,-79,11,0.2354,0.2554,0.1371,0.2103,0.1255,0.155,0.0589,0.0838,0.2782,0.2696,0.1559,0.5157,3
88,-94,24,-23,-116,116,4,-22,-13,-69,-10,79,0.2603,0.2372,0.2124,0.1355,0.1627,0.1289,0.0796,0.0597,0.2875,0.2729,0.5118,0.1505,3
92,-83,25,-24,-119,116,22,-6,67,15,-79,10,0.234,0.2529,0.1353,0.2062,0.1275,0.157,0.0565,0.082,0.2761,0.2675,0.1512,0.5154,3
85,-92,22,-24,-119,113,4,-22,-13,-69,-9,77,0.2594,0.2365,0.209,0.1392,0.1635,0.1286,0.0816,0.0597,0.2904,0.268,0.5106,0.1504,3
92,-81,25,-23,-116,117,22,-6,67,15,-77,11,0.2361,0.2518,0.1383,0.2042,0.1288,0.155,0.0569,0.0841,0.2753,0.2689,0.1558,0.5133,3
83,-92,22,-24,-121,113,2,-22,-13,-71,-9,77,0.259,0.2395,0.2081,0.1426,0.1631,0.1371,0.0827,0.0647,0.2892,0.2675,0.5067,0.1521,3
92,-81,25,-22,-114,118,23,-4,67,15,-78,9,0.2367,0.2526,0.1401,0.2037,0.1354,0.1544,0.0607,0.0806,0.2768,0.274,0.1544,0.5128,3
83,-94,22,-22,-120,116,3,-21,-13,-70,-9,77,0.2575,0.2411,0.2084,0.1367,0.1631,0.1391,0.0808,0.0634,0.2895,0.2703,0.5099,0.1528,3
92,-83,25,-22,-115,120,22,-6,67,15,-78,10,0.2348,0.2534,0.137,0.2022,0.1377,0.1567,0.0609,0.0832,0.2762,0.27,0.1545,0.5148,3
85,-92,23,-20,-120,121,3,-21,-13,-70,-9,77,0.2579,0.237,0.208,0.129,0.164,0.1421,0.0808,0.063,0.2852,0.2692,0.5116,0.1522,3
92,-85,22,-22,-119,119,22,-5,68,15,-77,10,0.236,0.2575,0.13,0.2045,0.1347,0.1591,0.0612,0.0824,0.2751,0.2693,0.1568,0.5139,3
88,-92,23,-20,-119,121,3,-21,-12,-70,-9,77,0.2605,0.237,0.2088,0.1274,0.1623,0.1387,0.0804,0.0634,0.2818,0.2696,0.5116,0.1523,3
92,-85,21,-22,-119,121,22,-5,68,15,-77,10,0.2356,0.2567,0.1273,0.2038,0.138,0.1613,0.0618,0.0824,0.2758,0.2699,0.1575,0.5147,3
88,-92,23,-20,-120,121,3,-21,-12,-70,-10,77,0.2599,0.2365,0.2083,0.1272,0.1647,0.1418,0.0803,0.0637,0.2851,0.2696,0.5113,0.1524,3
92,-85,21,-22,-121,119,22,-6,68,15,-77,10,0.2357,0.2569,0.1281,0.2039,0.1382,0.1588,0.0611,0.083,0.2747,0.2718,0.1562,0.516,3
92,-83,24,-22,-122,114,22,-7,66,15,-78,10,0.2347,0.2556,0.131,0.2069,0.1258,0.1515,0.0567,0.083,0.2738,0.2688,0.1545,0.517,3
88,-94,21,-22,-116,118,4,-22,-12,-69,-9,78,0.2623,0.2387,0.209,0.1349,0.1565,0.1362,0.0806,0.0616,0.2889,0.2683,0.5139,0.1502,3
88,-92,24,-21,-117,120,3,-21,-13,-71,-9,78,0.2618,0.2378,0.2114,0.1302,0.1616,0.1392,0.0834,0.0648,0.2895,0.2701,0.51,0.1495,3
92,-85,24,-22,-120,119,23,-5,68,15,-78,10,0.2352,0.2572,0.1308,0.2045,0.1417,0.1588,0.0643,0.0826,0.2752,0.2731,0.1545,0.5141,3
86,-92,23,-21,-118,119,3,-21,-13,-70,-9,77,0.2593,0.2363,0.2094,0.131,0.1607,0.1382,0.0789,0.0625,0.2851,0.2684,0.5112,0.1522,3
92,-85,25,-22,-116,116,23,-4,68,15,-78,9,0.2356,0.2581,0.1371,0.2067,0.1315,0.1555,0.0603,0.083,0.2742,0.2724,0.1538,0.5136,3
85,-94,21,-22,-118,119,2,-22,-13,-69,-9,77,0.2594,0.239,0.2069,0.1353,0.1602,0.1408,0.0805,0.0618,0.288,0.267,0.5117,0.1511,3
92,-83,25,-22,-117,118,22,-5,68,15,-78,10,0.2353,0.2551,0.1381,0.2044,0.1373,0.1575,0.0604,0.0848,0.275,0.2717,0.1557,0.5135,3
88,-92,22,-23,-117,119,3,-22,-13,-69,-9,78,0.26,0.2346,0.2084,0.134,0.1596,0.1398,0.0792,0.0614,0.285,0.2693,0.5119,0.1515,3
90,-83,25,-22,-121,117,22,-6,69,16,-78,10,0.2324,0.2557,0.1348,0.2061,0.1381,0.1597,0.0637,0.0874,0.2735,0.2701,0.1537,0.5146,3
86,-92,22,-23,-116,117,4,-21,-13,-70,-9,77,0.259,0.2355,0.2079,0.1373,0.1569,0.1406,0.0829,0.0632,0.2808,0.2697,0.5111,0.1543,3
92,-85,26,-22,-119,117,23,-6,67,15,-78,10,0.2302,0.2539,0.1352,0.2047,0.1369,0.1568,0.0583,0.0852,0.2727,0.2761,0.154,0.5127,3
85,-92,22,-24,-117,119,2,-22,-12,-70,-10,77,0.2591,0.2353,0.2078,0.1356,0.1584,0.1442,0.0826,0.0638,0.2846,0.2674,0.5117,0.1513,3
94,-88,25,-22,-120,117,23,-5,67,14,-78,11,0.2321,0.2546,0.1334,0.2027,0.1425,0.1566,0.0597,0.0846,0.2737,0.2731,0.1543,0.516,3
86,-90,21,-25,-117,116,2,-22,-12,-69,-9,78,0.2592,0.2323,0.206,0.138,0.1563,0.1385,0.0784,0.0621,0.284,0.2657,0.513,0.1515,3
92,-83,25,-23,-120,115,23,-5,67,14,-78,11,0.2324,0.2529,0.1326,0.2054,0.1328,0.1562,0.0583,0.0853,0.2722,0.2727,0.1536,0.5155,3
86,-92,21,-23,-117,120,3,-22,-12,-69,-10,77,0.2594,0.2351,0.2057,0.1343,0.1571,0.1437,0.0792,0.0613,0.2852,0.2695,0.5123,0.1543,3
92,-85,25,-22,-119,117,23,-6,67,15,-78,10,0.2305,0.2538,0.1356,0.2048,0.1367,0.1568,0.0581,0.0839,0.2725,0.273,0.1527,0.5163,3
90,-92,23,-21,-116,123,4,-22,-13,-68,-9,78,0.2645,0.2367,0.2104,0.1294,0.1605,0.1445,0.0838,0.0631,0.2909,0.2709,0.5092,0.1558,3
90,-85,25,-22,-120,115,23,-4,67,14,-79,9,0.2313,0.2593,0.1321,0.2094,0.1345,0.1578,0.0592,0.0805,0.2707,0.2818,0.1519,0.5117,3
88,-90,23,-21,-115,123,3,-21,-13,-68,-9,79,0.2604,0.2332,0.2085,0.1276,0.158,0.1422,0.0826,0.0581,0.287,0.2673,0.5125,0.1506,3
90,-85,24,-24,-120,115,22,-6,66,14,-79,10,0.2307,0.2559,0.1322,0.2079,0.1299,0.156,0.0563,0.0826,0.2722,0.2696,0.1533,0.5128,3
92,-85,25,-22,-120,114,23,-7,66,15,-79,10,0.2331,0.257,0.1346,0.2077,0.1267,0.1529,0.0564,0.085,0.2706,0.2745,0.1501,0.5164,3
85,-92,22,-22,-117,118,3,-22,-12,-70,-10,78,0.2592,0.2362,0.2094,0.1339,0.1572,0.1341,0.08,0.0623,0.288,0.2662,0.5114,0.1469,3
88,-90,24,-21,-114,124,4,-20,-12,-68,-9,79,0.2609,0.2335,0.2123,0.1275,0.1581,0.1422,0.0812,0.0582,0.2886,0.2683,0.5113,0.1516,3
90,-85,24,-22,-120,116,22,-5,66,14,-79,11,0.233,0.2595,0.1343,0.2092,0.1341,0.1598,0.0583,0.0849,0.2767,0.2737,0.1561,0.5128,3
88,-92,24,-21,-113,122,4,-21,-13,-69,-9,78,0.2604,0.2349,0.2134,0.1291,0.1603,0.14,0.0818,0.06,0.2873,0.2688,0.5101,0.1533,3
90,-85,25,-24,-121,113,22,-6,66,14,-79,11,0.2318,0.2582,0.1343,0.212,0.1265,0.158,0.0579,0.0841,0.2743,0.2701,0.1526,0.5142,3
88,-92,25,-22,-113,119,4,-22,-13,-67,-10,78,0.2606,0.2349,0.2165,0.1323,0.161,0.1327,0.0809,0.061,0.285,0.2701,0.51,0.1541,3
92,-85,24,-25,-121,114,22,-6,66,15,-79,10,0.2318,0.255,0.132,0.2114,0.126,0.1592,0.0583,0.0838,0.2748,0.2667,0.1522,0.5142,3
88,-90,25,-23,-112,119,4,-21,-12,-67,-10,79,0.2621,0.2333,0.2172,0.1332,0.16,0.1318,0.0793,0.0565,0.2918,0.2693,0.5124,0.1537,3
92,-85,26,-25,-118,114,23,-5,66,14,-79,11,0.2313,0.2547,0.1364,0.2109,0.1269,0.1605,0.0591,0.0848,0.2756,0.2735,0.152,0.5109,3
90,-90,25,-23,-119,122,4,-21,-13,-69,-10,78,0.2606,0.2308,0.2129,0.1374,0.1712,0.1524,0.0836,0.0639,0.2914,0.2735,0.5158,0.158,3
92,-88,24,-24,-121,119,23,-5,67,14,-78,11,0.2306,0.2565,0.1327,0.2098,0.1324,0.1686,0.0617,0.0844,0.2742,0.2749,0.1571,0.5195,3
85,-92,25,-24,-118,121,4,-22,-13,-68,-11,79,0.2553,0.233,0.2108,0.1361,0.169,0.1492,0.084,0.0633,0.293,0.2739,0.5168,0.1564,3
92,-88,23,-24,-120,120,22,-5,67,14,-78,11,0.2298,0.2551,0.1282,0.208,0.1264,0.1706,0.0594,0.0812,0.2712,0.277,0.1561,0.5176,3
85,-92,25,-23,-118,123,3,-22,-12,-68,-10,78,0.2574,0.2345,0.2129,0.1338,0.1714,0.1507,0.086,0.0649,0.2906,0.2706,0.5169,0.1571,3
92,-88,23,-24,-122,118,23,-5,66,14,-78,11,0.2302,0.2541,0.132,0.2063,0.1436,0.1655,0.0632,0.0833,0.2754,0.2754,0.1584,0.5186,3
85,-90,25,-23,-117,122,3,-22,-12,-68,-10,79,0.2575,0.2322,0.2126,0.1353,0.1693,0.1508,0.0838,0.0627,0.2937,0.2743,0.5146,0.1563,3
92,-86,23,-24,-123,119,23,-6,66,14,-79,11,0.2309,0.2526,0.1313,0.207,0.1469,0.1649,0.0651,0.0835,0.278,0.2736,0.1569,0.5175,3
88,-90,25,-21,-118,124,4,-21,-12,-69,-10,78,0.261,0.2341,0.2135,0.1307,0.17,0.1489,0.084,0.0638,0.2887,0.2719,0.513,0.1577,3
90,-85,24,-22,-124,120,23,-4,66,13,-79,10,0.2304,0.2568,0.1329,0.2068,0.1462,0.1671,0.0626,0.0812,0.2769,0.2802,0.1556,0.515,3
90,-90,24,-21,-117,126,3,-20,-12,-70,-10,78,0.2654,0.2358,0.2141,0.1298,0.1682,0.1537,0.0882,0.0654,0.2952,0.2724,0.5097,0.157,3
92,-85,23,-23,-126,119,22,-6,66,15,-79,11,0.2317,0.2544,0.1299,0.2065,0.1469,0.1658,0.061,0.0862,0.2792,0.2747,0.1561,0.5141,3
92,-83,24,-22,-120,114,22,-6,66,15,-79,11,0.2355,0.2548,0.1329,0.2052,0.1275,0.1507,0.0555,0.0823,0.2731,0.2724,0.1511,0.5178,3
85,-92,23,-23,-117,117,3,-23,-11,-69,-11,78,0.2585,0.2345,0.2106,0.1331,0.1594,0.1298,0.0767,0.0611,0.289,0.2664,0.5126,0.148,3
90,-92,23,-19,-119,127,4,-21,-12,-69,-11,78,0.2614,0.2354,0.2068,0.1254,0.1666,0.1507,0.0863,0.0628,0.292,0.2674,0.5116,0.1514,3
92,-85,22,-22,-126,120,22,-6,67,15,-79,11,0.2322,0.2553,0.1276,0.2059,0.1446,0.1656,0.0602,0.0876,0.2762,0.275,0.1549,0.5132,3
85,-94,21,-21,-121,125,4,-21,-13,-71,-10,77,0.2564,0.2379,0.2038,0.1317,0.1654,0.1528,0.0854,0.0643,0.2878,0.2666,0.5085,0.1531,3
95,-85,22,-22,-124,122,22,-7,67,15,-79,11,0.2342,0.2524,0.1305,0.2013,0.1395,0.1657,0.0582,0.0854,0.2707,0.2756,0.1512,0.5134,3
85,-94,22,-23,-122,125,4,-22,-13,-68,-11,79,0.2544,0.2367,0.2035,0.1337,0.1667,0.1529,0.0844,0.064,0.2879,0.2661,0.5108,0.1505,3
95,-85,24,-23,-123,122,23,-6,67,15,-78,11,0.2336,0.251,0.1321,0.2021,0.1464,0.1661,0.0634,0.0852,0.271,0.2822,0.1508,0.513,3
